# HOST_SUBFIND_ID  LOWMASS_SAT_SUBFIND_ID  SNAP_NUM; data can be accessed from http://www.illustris-project.org/data/
439101  439112  116
439101  439114  116
439101  439115  116
439445  439450  116
439445  439452  116
439445  439453  116
439445  439454  116
439445  439455  116
439445  439456  116
439445  439457  116
439445  439458  116
439445  439459  116
439445  439460  116
439746  439751  116
439746  439752  116
439746  439757  116
439746  439758  116
439746  439759  116
439746  439760  116
439746  439761  116
440514  440521  116
440514  440525  116
440514  440527  116
440514  440528  116
440514  440529  116
441224  441234  116
441224  441235  116
441224  441238  116
441224  441239  116
441427  441433  116
441427  441434  116
441427  441436  116
441427  441437  116
441427  441438  116
441427  441440  116
441427  441441  116
441427  441442  116
441856  441865  116
441856  441867  116
441856  441868  116
441856  441869  116
441856  441870  116
441856  441871  116
442843  442854  116
442843  442855  116
443137  443143  116
443137  443144  116
443137  443146  116
443137  443148  116
443137  443150  116
443137  443152  116
443484  443496  116
443484  443497  116
443484  443498  116
443484  443499  116
444379  444383  116
444379  444385  116
444379  444387  116
444379  444388  116
444379  444389  116
444379  444390  116
444379  444391  116
444379  444392  116
444379  444393  116
444379  444394  116
444712  444714  116
444712  444716  116
444712  444718  116
444712  444719  116
444712  444721  116
444712  444722  116
444712  444724  116
444712  444725  116
444712  444726  116
444712  444727  116
444939  444944  116
444939  444947  116
444939  444952  116
444939  444953  116
444939  444954  116
445604  445608  116
445604  445612  116
445604  445613  116
445604  445614  116
445604  445615  116
445604  445616  116
445604  445617  116
445604  445618  116
445604  445619  116
445857  445868  116
445857  445869  116
445857  445870  116
445857  445871  116
446504  446510  116
446504  446512  116
446504  446513  116
446504  446514  116
446504  446515  116
446504  446516  116
446504  446517  116
446504  446518  116
446504  446519  116
446630  446640  116
446630  446641  116
446630  446644  116
447024  447033  116
447024  447038  116
447024  447039  116
447218  447226  116
447218  447229  116
447218  447232  116
447218  447233  116
447375  447384  116
447375  447386  116
447375  447387  116
447375  447388  116
447375  447390  116
447667  447677  116
448602  448605  116
448602  448606  116
448602  448607  116
448602  448608  116
448602  448609  116
448602  448610  116
448602  448611  116
448602  448612  116
448602  448613  116
448602  448614  116
448602  448615  116
448602  448616  116
448602  448617  116
448754  448765  116
448754  448767  116
448754  448769  116
449870  449876  116
449870  449879  116
449870  449881  116
449870  449882  116
449870  449883  116
449870  449885  116
450194  450201  116
450194  450202  116
450194  450204  116
450194  450206  116
450194  450207  116
450194  450208  116
450194  450209  116
450332  450336  116
450332  450337  116
450332  450339  116
450332  450341  116
450332  450343  116
450332  450344  116
450332  450346  116
450332  450347  116
451108  451114  116
451108  451118  116
451108  451120  116
451108  451121  116
451108  451122  116
451108  451123  116
451397  451404  116
451397  451405  116
451397  451407  116
451397  451408  116
451397  451409  116
451397  451412  116
451638  451644  116
451638  451645  116
451638  451647  116
451638  451648  116
451638  451649  116
451988  451994  116
451988  451995  116
451988  451997  116
451988  451999  116
451988  452000  116
451988  452001  116
451988  452002  116
451988  452003  116
452126  452130  116
452126  452131  116
452126  452132  116
452126  452133  116
452126  452134  116
452126  452135  116
452126  452137  116
452126  452138  116
452126  452139  116
452276  452280  116
452276  452283  116
452276  452284  116
452276  452285  116
452276  452286  116
452276  452288  116
452276  452289  116
452276  452290  116
452276  452291  116
452919  452927  116
452919  452929  116
452919  452930  116
452919  452931  116
452919  452932  116
452919  452934  116
453498  453502  116
453498  453503  116
453498  453504  116
453498  453505  116
453498  453506  116
453498  453507  116
453498  453508  116
453498  453509  116
453740  453750  116
453740  453751  116
453740  453752  116
453740  453753  116
453740  453754  116
453740  453755  116
454024  454032  116
454024  454033  116
454024  454034  116
454024  454035  116
454024  454039  116
455182  455187  116
455182  455188  116
455182  455189  116
455182  455190  116
455182  455191  116
455182  455192  116
455182  455193  116
455182  455194  116
455182  455195  116
455182  455196  116
455182  455197  116
455678  455684  116
455678  455688  116
455678  455689  116
455678  455690  116
455678  455691  116
455678  455692  116
455678  455693  116
455858  455868  116
455858  455869  116
455858  455870  116
455858  455871  116
455858  455872  116
455858  455873  116
456367  456375  116
456367  456376  116
456367  456377  116
456367  456378  116
456367  456379  116
456367  456380  116
456367  456381  116
456679  456683  116
456679  456684  116
456679  456685  116
456679  456688  116
456679  456689  116
456679  456690  116
456679  456691  116
456679  456692  116
456679  456693  116
456679  456694  116
457066  457073  116
457066  457074  116
457066  457075  116
457066  457076  116
457066  457077  116
457066  457078  116
457066  457079  116
457066  457081  116
457178  457185  116
457178  457186  116
457178  457187  116
457710  457714  116
457710  457716  116
457710  457717  116
457710  457720  116
457710  457721  116
457710  457722  116
457710  457723  116
457710  457724  116
457873  457881  116
457873  457882  116
457873  457883  116
457873  457885  116
457873  457886  116
458346  458353  116
458346  458354  116
458346  458355  116
458346  458357  116
458346  458358  116
458346  458360  116
458555  458560  116
458555  458564  116
458555  458565  116
458555  458567  116
458555  458570  116
459153  459156  116
459153  459158  116
459153  459160  116
459153  459161  116
459153  459163  116
459153  459164  116
459153  459165  116
459153  459167  116
459153  459168  116
459553  459559  116
459553  459560  116
459553  459561  116
459553  459562  116
459553  459563  116
459553  459565  116
459553  459566  116
459553  459567  116
460401  460404  116
460401  460407  116
460401  460409  116
460401  460410  116
460401  460411  116
460401  460413  116
460401  460414  116
460401  460416  116
460774  460788  116
461231  461237  116
461231  461238  116
461231  461239  116
461231  461240  116
461231  461241  116
461231  461242  116
461231  461243  116
461231  461244  116
461231  461245  116
461231  461246  116
461806  461810  116
461806  461811  116
461806  461813  116
461806  461815  116
461806  461816  116
461806  461817  116
461990  461999  116
461990  462001  116
461990  462002  116
461990  462003  116
461990  462004  116
461990  462005  116
462595  462601  116
462595  462603  116
462595  462606  116
462595  462607  116
462595  462608  116
462595  462609  116
463061  463070  116
463061  463071  116
463061  463074  116
463061  463075  116
463061  463076  116
463181  463188  116
463181  463190  116
463181  463192  116
463181  463193  116
463181  463194  116
463181  463196  116
463504  463513  116
463504  463517  116
463504  463518  116
464599  464608  116
464599  464609  116
464599  464610  116
464599  464612  116
464981  464986  116
464981  464987  116
464981  464988  116
464981  464990  116
464981  464991  116
464981  464993  116
464981  464994  116
464981  464995  116
464981  464996  116
465223  465232  116
465223  465233  116
465223  465234  116
465223  465235  116
465223  465236  116
465513  465518  116
465513  465520  116
465513  465524  116
465513  465525  116
465513  465526  116
465513  465527  116
465513  465528  116
465609  465618  116
465609  465619  116
465609  465620  116
465609  465621  116
465609  465622  116
465609  465623  116
465609  465624  116
465996  465999  116
465996  466001  116
465996  466003  116
465996  466005  116
465996  466008  116
465996  466009  116
465996  466010  116
465996  466011  116
466248  466259  116
466248  466261  116
466248  466262  116
466529  466537  116
466529  466538  116
466529  466539  116
466529  466540  116
466529  466541  116
466529  466542  116
466529  466543  116
466917  466925  116
466917  466927  116
466917  466928  116
466917  466929  116
466917  466930  116
467425  467432  116
467425  467435  116
467425  467436  116
467425  467437  116
467425  467438  116
467425  467439  116
467425  467440  116
468229  468235  116
468229  468236  116
468229  468237  116
468229  468238  116
468229  468239  116
468229  468240  116
468229  468242  116
468229  468244  116
468505  468512  116
468505  468514  116
468505  468516  116
468937  468945  116
468937  468946  116
468937  468947  116
468937  468948  116
468937  468949  116
468937  468951  116
468937  468952  116
469171  469174  116
469171  469176  116
469171  469177  116
469171  469178  116
469171  469179  116
469171  469180  116
469171  469181  116
469171  469182  116
469171  469183  116
469171  469184  116
469256  469265  116
469256  469267  116
469256  469268  116
469256  469270  116
469674  469677  116
469674  469679  116
469674  469680  116
469674  469682  116
469674  469683  116
469674  469684  116
469674  469686  116
469674  469687  116
469674  469688  116
469674  469689  116
470034  470038  116
470034  470042  116
470034  470044  116
470034  470045  116
470034  470046  116
470034  470047  116
470034  470048  116
470034  470049  116
470452  470456  116
470452  470457  116
470452  470458  116
470452  470459  116
470452  470462  116
470452  470463  116
470452  470464  116
470452  470467  116
470564  470570  116
470564  470571  116
470564  470573  116
470564  470574  116
470564  470576  116
470564  470577  116
470564  470578  116
470786  470792  116
470786  470795  116
470786  470796  116
470786  470798  116
470786  470800  116
470786  470801  116
471002  471005  116
471002  471007  116
471002  471008  116
471002  471010  116
471002  471011  116
471002  471012  116
471002  471013  116
471002  471014  116
471905  471909  116
471905  471910  116
471905  471911  116
471905  471912  116
471905  471913  116
471905  471914  116
471905  471916  116
471905  471917  116
471905  471918  116
471905  471920  116
472148  472154  116
472148  472156  116
472148  472157  116
472148  472159  116
472148  472160  116
472538  472545  116
472538  472546  116
472538  472547  116
472538  472548  116
472538  472549  116
472538  472552  116
472538  472553  116
472635  472645  116
472635  472646  116
472635  472647  116
472635  472648  116
473395  473399  116
473395  473400  116
473395  473401  116
473395  473402  116
473395  473403  116
473395  473404  116
473395  473405  116
473395  473406  116
473395  473407  116
473395  473408  116
473472  473482  116
473472  473484  116
473472  473485  116
473472  473486  116
473472  473487  116
473715  473720  116
473715  473723  116
473715  473724  116
473715  473725  116
473715  473729  116
473715  473730  116
473815  473818  116
473815  473820  116
473815  473821  116
473815  473822  116
473815  473823  116
473815  473824  116
473815  473825  116
473815  473826  116
473815  473827  116
474107  474111  116
474107  474114  116
474107  474115  116
474107  474116  116
474107  474117  116
474107  474118  116
474107  474119  116
474107  474120  116
474107  474121  116
474107  474122  116
474237  474242  116
474237  474243  116
474237  474245  116
474237  474246  116
474237  474247  116
474237  474248  116
474237  474249  116
474555  474561  116
474555  474562  116
474555  474563  116
474555  474564  116
474555  474565  116
474555  474567  116
474555  474568  116
474555  474570  116
474752  474762  116
474752  474763  116
474752  474765  116
474752  474766  116
475397  475403  116
475397  475405  116
475397  475406  116
475397  475407  116
475397  475408  116
475397  475410  116
475519  475523  116
475519  475527  116
475519  475528  116
475519  475531  116
475519  475534  116
475960  475963  116
475960  475966  116
475960  475967  116
475960  475969  116
476034  476039  116
476034  476040  116
476034  476041  116
476034  476043  116
476034  476044  116
476034  476045  116
476034  476046  116
476034  476047  116
476034  476048  116
476034  476049  116
476590  476594  116
476590  476595  116
476590  476596  116
476590  476597  116
476590  476598  116
476590  476599  116
476590  476600  116
476590  476601  116
476590  476602  116
476590  476603  116
476590  476604  116
476590  476605  116
476684  476688  116
476684  476689  116
476684  476690  116
476684  476691  116
476684  476692  116
476684  476694  116
476684  476695  116
476684  476696  116
476684  476697  116
476684  476698  116
477235  477240  116
477235  477242  116
477235  477243  116
477235  477245  116
477235  477246  116
477235  477247  116
477235  477248  116
477235  477249  116
477235  477250  116
477376  477386  116
477376  477387  116
477376  477389  116
477376  477391  116
477734  477741  116
477734  477742  116
477734  477744  116
477734  477745  116
477734  477746  116
477734  477748  116
477734  477749  116
477833  477837  116
477833  477838  116
477833  477839  116
477833  477840  116
477833  477841  116
477833  477842  116
477833  477843  116
477833  477844  116
478040  478044  116
478040  478051  116
478040  478052  116
478040  478053  116
478040  478054  116
478160  478170  116
478160  478172  116
478160  478173  116
478160  478175  116
478316  478319  116
478316  478323  116
478316  478325  116
478316  478327  116
478316  478328  116
478316  478329  116
478316  478330  116
478431  478437  116
478431  478438  116
478431  478440  116
478431  478441  116
478431  478442  116
478431  478443  116
478700  478709  116
478700  478710  116
478700  478711  116
478700  478714  116
479069  479072  116
479069  479074  116
479069  479075  116
479069  479076  116
479069  479077  116
479069  479078  116
479069  479079  116
479069  479080  116
479069  479081  116
479069  479082  116
479069  479083  116
479069  479084  116
479164  479176  116
479164  479177  116
479164  479178  116
479164  479179  116
479525  479528  116
479525  479529  116
479525  479532  116
479525  479533  116
479525  479534  116
479525  479535  116
479525  479537  116
479525  479538  116
479525  479539  116
479525  479540  116
479994  480001  116
479994  480003  116
479994  480006  116
480143  480151  116
480143  480152  116
480143  480153  116
480143  480155  116
480143  480157  116
480143  480158  116
480337  480344  116
480337  480348  116
480337  480352  116
480696  480703  116
480696  480705  116
480696  480708  116
480696  480710  116
480696  480711  116
480915  480920  116
480915  480923  116
480915  480925  116
480915  480926  116
481994  482005  116
481994  482007  116
481994  482008  116
481994  482009  116
482185  482190  116
482185  482191  116
482185  482192  116
482185  482193  116
482185  482194  116
482185  482195  116
482185  482196  116
482185  482197  116
482185  482198  116
482185  482200  116
483371  483377  116
483371  483378  116
483371  483379  116
483371  483380  116
483371  483381  116
483371  483384  116
483371  483385  116
483472  483481  116
483472  483483  116
483472  483484  116
483472  483485  116
483472  483486  116
483472  483487  116
483726  483738  116
483726  483739  116
483726  483740  116
483942  483950  116
483942  483951  116
483942  483952  116
483942  483954  116
483942  483955  116
483942  483957  116
484393  484402  116
484393  484403  116
484393  484404  116
484393  484407  116
484393  484408  116
484513  484524  116
484513  484525  116
484513  484526  116
484690  484703  116
484690  484704  116
484690  484705  116
485199  485202  116
485199  485203  116
485199  485204  116
485199  485205  116
485199  485206  116
485199  485207  116
485199  485209  116
485199  485210  116
485199  485211  116
485199  485212  116
485405  485417  116
485405  485419  116
485618  485621  116
485618  485622  116
485618  485623  116
485618  485624  116
485618  485625  116
485618  485627  116
485618  485628  116
485618  485629  116
485618  485630  116
485618  485631  116
485803  485806  116
485803  485808  116
485803  485809  116
485803  485811  116
485803  485814  116
485803  485815  116
485803  485816  116
485803  485817  116
485803  485818  116
485893  485899  116
485893  485900  116
485893  485901  116
485893  485902  116
485893  485903  116
485893  485904  116
485893  485905  116
485893  485907  116
486294  486300  116
486294  486301  116
486294  486302  116
486294  486303  116
486294  486304  116
486294  486305  116
486294  486306  116
486294  486307  116
486294  486308  116
486294  486309  116
486749  486753  116
486749  486755  116
486749  486756  116
486749  486757  116
486749  486759  116
486749  486760  116
486749  486761  116
486749  486762  116
486994  486996  116
486994  486997  116
486994  486998  116
486994  486999  116
486994  487000  116
486994  487001  116
486994  487002  116
486994  487003  116
486994  487004  116
486994  487005  116
486994  487006  116
487249  487259  116
487249  487260  116
487249  487261  116
487249  487262  116
487249  487263  116
487249  487264  116
487361  487364  116
487361  487366  116
487361  487368  116
487361  487371  116
488094  488100  116
488094  488101  116
488094  488102  116
488094  488103  116
488094  488104  116
488094  488105  116
488094  488106  116
488094  488107  116
488094  488108  116
488094  488109  116
488349  488353  116
488349  488354  116
488349  488355  116
488349  488356  116
488349  488357  116
488349  488358  116
488349  488359  116
488425  488429  116
488425  488431  116
488425  488432  116
488425  488434  116
488425  488435  116
488425  488436  116
488425  488438  116
488425  488439  116
488425  488440  116
488535  488540  116
488535  488542  116
488535  488543  116
488535  488544  116
488535  488545  116
488535  488546  116
488535  488547  116
488535  488548  116
488535  488549  116
488535  488550  116
488703  488707  116
488703  488710  116
488703  488711  116
489288  489291  116
489288  489294  116
489288  489296  116
489288  489298  116
489288  489300  116
489288  489302  116
489288  489303  116
489602  489610  116
489602  489612  116
489602  489613  116
489602  489614  116
489602  489615  116
489602  489616  116
489602  489617  116
489730  489733  116
489730  489735  116
489730  489736  116
489730  489738  116
489730  489739  116
489986  489991  116
489986  489996  116
489986  489999  116
489986  490000  116
489986  490001  116
490156  490166  116
490156  490167  116
490156  490168  116
490156  490170  116
490312  490319  116
490312  490321  116
490312  490322  116
490312  490323  116
490312  490324  116
490312  490325  116
490312  490326  116
490312  490327  116
490517  490520  116
490517  490522  116
490517  490525  116
490517  490526  116
490517  490527  116
490960  490963  116
490960  490964  116
490960  490965  116
490960  490966  116
490960  490967  116
490960  490968  116
491115  491119  116
491115  491121  116
491115  491122  116
491195  491199  116
491195  491201  116
491195  491203  116
491195  491205  116
491195  491207  116
491195  491208  116
491195  491209  116
491195  491210  116
491315  491319  116
491315  491323  116
491315  491324  116
491315  491325  116
491315  491326  116
491315  491327  116
491315  491328  116
491728  491731  116
491728  491732  116
491728  491733  116
491728  491734  116
491728  491735  116
491728  491736  116
492348  492350  116
492348  492352  116
492348  492353  116
492348  492354  116
492348  492355  116
492348  492356  116
492348  492357  116
492348  492358  116
492348  492359  116
492348  492361  116
492348  492362  116
492526  492532  116
492526  492533  116
492526  492535  116
492526  492536  116
492591  492596  116
492591  492597  116
492591  492598  116
492899  492904  116
492899  492905  116
492899  492907  116
492899  492908  116
492899  492909  116
492899  492910  116
492899  492911  116
492899  492912  116
492899  492914  116
493381  493385  116
493381  493388  116
493381  493389  116
493485  493491  116
493485  493492  116
493485  493494  116
493485  493495  116
493485  493497  116
493485  493500  116
493665  493668  116
493665  493672  116
493665  493673  116
493665  493674  116
493665  493675  116
493665  493676  116
493665  493677  116
493665  493678  116
493665  493679  116
493665  493680  116
494468  494475  116
494468  494476  116
494468  494480  116
494468  494481  116
495126  495132  116
495126  495133  116
495126  495134  116
495126  495135  116
495126  495136  116
495422  495427  116
495422  495429  116
495422  495430  116
496273  496279  116
496273  496281  116
496273  496283  116
496273  496284  116
496273  496286  116
496273  496287  116
496365  496371  116
496365  496372  116
496365  496373  116
496365  496374  116
496365  496377  116
496365  496379  116
496365  496380  116
496477  496480  116
496477  496486  116
496477  496487  116
496799  496801  116
496799  496803  116
496799  496805  116
496799  496806  116
496799  496807  116
496799  496808  116
496799  496809  116
496799  496811  116
496799  496812  116
496799  496813  116
497136  497140  116
497136  497141  116
497136  497142  116
497136  497143  116
497136  497144  116
497136  497145  116
497136  497147  116
497136  497148  116
497136  497149  116
497136  497150  116
497478  497485  116
497478  497486  116
497478  497487  116
497478  497488  116
497478  497489  116
497478  497490  116
497478  497492  116
497646  497652  116
497646  497654  116
497646  497655  116
497646  497656  116
497646  497657  116
497646  497658  116
497646  497659  116
497646  497660  116
497646  497661  116
497984  497991  116
497984  497992  116
497984  497993  116
497984  497994  116
497984  497995  116
497984  497996  116
497984  497997  116
498080  498083  116
498080  498084  116
498080  498085  116
498080  498087  116
498080  498088  116
498080  498089  116
498080  498091  116
498080  498092  116
498624  498630  116
498624  498631  116
498624  498632  116
498624  498633  116
498624  498634  116
498624  498635  116
498624  498638  116
498817  498822  116
498817  498823  116
498817  498824  116
498817  498825  116
498817  498827  116
498817  498828  116
498872  498879  116
498872  498880  116
498872  498881  116
498872  498882  116
498872  498884  116
498872  498887  116
499387  499393  116
499387  499394  116
499387  499398  116
499387  499400  116
499387  499401  116
499472  499479  116
499472  499480  116
499472  499481  116
499472  499483  116
499472  499484  116
499472  499485  116
499472  499486  116
499472  499487  116
499548  499554  116
499548  499555  116
499548  499556  116
499548  499557  116
499548  499558  116
499548  499560  116
499548  499561  116
499548  499562  116
499548  499563  116
499791  499798  116
499791  499800  116
499791  499801  116
499791  499802  116
499791  499803  116
499791  499804  116
499791  499805  116
499791  499806  116
500296  500302  116
500296  500304  116
500296  500305  116
500296  500306  116
500296  500307  116
500296  500308  116
500296  500309  116
500371  500375  116
500371  500376  116
500371  500377  116
500371  500378  116
500371  500379  116
500371  500381  116
500371  500382  116
500371  500383  116
500371  500384  116
500443  500452  116
500443  500454  116
500443  500455  116
500443  500456  116
500443  500458  116
500682  500688  116
500682  500689  116
500682  500690  116
500682  500691  116
500682  500692  116
500682  500693  116
500682  500694  116
500682  500696  116
500787  500790  116
500787  500791  116
500787  500792  116
500787  500794  116
500787  500795  116
500787  500796  116
500787  500797  116
500787  500798  116
500787  500799  116
500787  500800  116
500787  500801  116
500787  500802  116
500863  500869  116
500863  500874  116
